condicao_corporal,historico_taxa_prenhez,intervalo_pos_parto_dias,num_partos_anteriores,dias_desde_ultima_ins,dep_fertilidade_animal,especie,raca_femea,tipo_inseminacao,protocolo_hormonal,temperatura_ambiente_c,estacao,dep_acuracia,coeficiente_endogamia,prenha
4.0,0.6259,157,0,48,7.4,CAPRINO,Repartida,IA_CONVENCIONAL,IA_CONVENCIONAL,18.1,CHUVOSA,0.7,0.02,1
4.0,0.79,86,4,89,9.1,BOVINO,Simmental,IA_CONVENCIONAL,IA_CONVENCIONAL,24.6,CHUVOSA,0.77,0.06,1
4.0,0.6672,168,0,68,8.1,BOVINO,Tabapuã,IATF,Sem protocolo,26.8,SECA,0.7,0.02,0
4.5,0.34,42,1,96,8.0,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,23.1,CHUVOSA,0.55,0.0226,0
1.5,0.43,57,0,57,2.0,BOVINO,Nelore,IATF,Crestar,31.2,CHUVOSA,0.55,0.0343,0
3.5,0.75,75,3,72,5.4,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,33.6,SECA,0.79,0.0031,1
4.0,0.67,76,5,21,5.5,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,30.3,SECA,0.76,0.0134,1
4.0,0.75,71,3,56,5.2,CAPRINO,Anglo-nubiano,IATF,CIDR+GnRH,24.6,SECA,0.93,0.0192,1
3.0,0.6672,230,2,106,7.1,BOVINO,Nelore,IATF,Ovsynch,35.5,CHUVOSA,0.7,0.02,1
5.0,0.6259,157,0,106,2.1,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,32.1,SECA,0.7,0.02,1
4.0,0.6672,253,1,78,4.4,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,20.4,CHUVOSA,0.7,0.02,1
4.0,0.57,64,2,37,10.5,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,21.5,CHUVOSA,0.87,0.0383,1
3.0,0.08,54,0,112,9.6,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,36.0,SECA,0.6,0.0543,0
3.5,0.31,42,7,42,1.5,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,28.5,CHUVOSA,0.7,0.06,0
1.0,0.5726,219,1,43,3.7,OVINO,Texel,IA_CONVENCIONAL,IA_CONVENCIONAL,37.1,CHUVOSA,0.7,0.02,0
2.0,0.6259,284,1,80,5.6,CAPRINO,Boer,IATF,Select Synch,27.6,CHUVOSA,0.7,0.02,0
5.0,0.6259,157,0,115,4.7,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,29.3,SECA,0.7,0.02,0
4.0,0.66,45,1,40,8.6,OVINO,Dorper,IATF,OvSynch,30.2,SECA,0.8,0.0016,1
3.5,0.84,88,3,65,7.8,BOVINO,Nelore,IATF,CIDR+GnRH,23.3,CHUVOSA,0.8,0.0182,1
3.0,0.49,52,4,127,3.5,BOVINO,Guzerá,IATF,P4+EB 7 dias,35.5,CHUVOSA,0.86,0.0331,0
5.0,0.6672,254,1,58,9.1,BOVINO,Sindi,IATF,P4+BE+PGF,30.2,CHUVOSA,0.7,0.02,0
5.0,0.5726,253,3,120,6.2,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,31.5,SECA,0.7,0.02,1
3.0,0.6672,250,2,10,6.3,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,37.6,CHUVOSA,0.7,0.02,0
4.0,0.87,100,3,57,10.9,CAPRINO,Anglo-nubiano,IATF,P4+EB 7 dias,20.1,CHUVOSA,0.35,0.0286,1
3.0,0.5726,157,3,23,2.1,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,25.3,CHUVOSA,0.7,0.02,1
4.0,0.66,97,4,52,9.5,BOVINO,Angus,IA_CONVENCIONAL,IA_CONVENCIONAL,27.5,SECA,0.89,0.0074,1
4.0,0.67,94,4,158,9.6,BOVINO,Angus,IATF,CIDR+GnRH,24.7,CHUVOSA,0.58,0.0264,1
5.0,0.45,42,4,114,5.3,BOVINO,Simmental,IA_CONVENCIONAL,IA_CONVENCIONAL,28.8,CHUVOSA,0.52,0.0282,0
5.0,0.6259,157,0,80,5.2,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,20.3,CHUVOSA,0.7,0.02,1
3.0,0.6672,168,0,94,8.5,BOVINO,Tabapuã,IATF,Sem protocolo,32.0,CHUVOSA,0.7,0.02,1
4.0,0.6672,168,0,6,6.0,BOVINO,Tabapuã,IATF,Select Synch,20.2,CHUVOSA,0.7,0.02,0
2.0,0.4,36,0,44,5.1,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,27.5,SECA,0.35,0.0322,0
3.0,0.6672,168,0,103,6.2,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,23.4,SECA,0.7,0.02,1
3.0,0.6259,157,0,55,3.7,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,28.6,SECA,0.7,0.02,0
3.0,0.65,102,5,19,6.9,CAPRINO,Anglo-nubiano,IATF,Crestar,31.8,CHUVOSA,0.72,0.0317,1
4.0,0.86,72,4,18,8.8,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,28.8,CHUVOSA,0.89,0.0129,1
3.0,0.5726,169,0,94,7.3,OVINO,Texel,IATF,Sem protocolo,32.6,SECA,0.7,0.02,1
3.0,0.5726,124,3,26,8.1,OVINO,Bergamácia,IATF,Ovsynch,39.1,SECA,0.7,0.02,0
3.0,0.5726,169,0,18,3.9,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,21.6,SECA,0.7,0.02,0
4.0,0.5726,78,1,45,7.2,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,27.4,SECA,0.7,0.02,1
4.0,0.6259,157,0,118,4.6,CAPRINO,Anglo Nubiana,IA_CONVENCIONAL,IA_CONVENCIONAL,26.6,CHUVOSA,0.7,0.02,0
4.0,0.57,94,2,87,5.7,BOVINO,Nelore,IATF,CIDR+GnRH,27.9,CHUVOSA,0.79,0.0251,1
3.0,0.6672,268,4,70,6.5,BOVINO,Girolando,IATF,GnRH+PGF2α,20.7,SECA,0.7,0.02,1
4.5,0.86,64,3,156,6.3,OVINO,Suffolk,IATF,OvSynch,26.6,CHUVOSA,0.93,0.0326,1
4.0,0.6672,168,0,52,4.7,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,24.7,SECA,0.7,0.02,0
3.0,0.6672,89,1,31,3.0,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,21.5,SECA,0.7,0.02,1
4.0,0.5726,169,0,88,6.2,OVINO,Santa Inês,IATF,Sem protocolo,22.6,CHUVOSA,0.7,0.02,1
3.5,0.75,115,2,134,4.9,BOVINO,Tabapuã,IATF,P4+EB 7 dias,27.0,CHUVOSA,0.96,0.015,1
3.5,0.0,48,3,103,3.0,CAPRINO,Boer,IATF,CIDR+GnRH,32.4,SECA,0.76,0.0515,0
3.5,0.63,91,4,176,8.1,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,29.2,CHUVOSA,0.81,0.0042,1
2.0,0.17,23,4,48,0.5,OVINO,Dorper,IATF,CIDR+GnRH,32.8,SECA,0.75,0.06,0
3.5,0.57,111,2,46,6.2,OVINO,Morada Nova,IATF,Crestar,31.6,SECA,0.74,0.014,1
3.0,0.15,38,2,7,4.2,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,30.1,CHUVOSA,0.51,0.0157,0
4.5,0.92,88,4,139,12.1,CAPRINO,Moxotó,IATF,OvSynch,26.2,CHUVOSA,0.88,0.021,1
5.0,0.6672,168,0,32,5.1,BOVINO,Sindi,IATF,Ovsynch,27.1,SECA,0.7,0.02,1
4.0,0.7,78,2,169,7.5,BOVINO,Nelore,IATF,Crestar,18.0,CHUVOSA,0.89,0.003,1
5.0,0.5726,169,0,20,5.4,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,38.2,SECA,0.7,0.02,1
5.0,0.6259,157,0,109,5.2,CAPRINO,Canindé,IA_CONVENCIONAL,IA_CONVENCIONAL,28.9,SECA,0.7,0.02,0
3.0,0.5726,169,0,47,7.3,OVINO,Morada Nova,IATF,Select Synch,31.5,CHUVOSA,0.7,0.02,1
1.5,0.25,39,5,146,5.6,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,24.3,CHUVOSA,0.33,0.0085,0
4.0,0.6259,157,0,105,5.0,CAPRINO,Moxotó,IATF,P4+BE+PGF,25.1,SECA,0.7,0.02,1
2.0,0.6672,224,1,6,5.0,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,23.2,CHUVOSA,0.7,0.02,0
2.0,0.6259,196,1,95,6.9,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,38.6,CHUVOSA,0.7,0.02,0
3.0,0.6672,168,0,54,5.8,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,22.0,SECA,0.7,0.02,1
1.0,0.5726,142,3,89,3.4,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,39.9,SECA,0.7,0.02,0
4.0,0.5726,169,0,9,8.0,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,30.6,SECA,0.7,0.02,0
3.5,0.52,104,1,57,7.5,CAPRINO,Anglo-nubiano,IA_CONVENCIONAL,IA_CONVENCIONAL,30.4,SECA,0.84,0.0241,1
4.0,0.5726,277,1,67,4.3,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,20.5,CHUVOSA,0.7,0.02,1
3.5,0.71,80,1,161,6.1,CAPRINO,Anglo-nubiano,IATF,OvSynch,22.1,CHUVOSA,0.8,0.002,1
3.0,0.56,46,6,78,5.0,CAPRINO,Anglo-nubiano,IATF,Crestar,25.4,SECA,0.41,0.0443,1
3.5,0.73,59,3,20,6.3,OVINO,Dorper,IATF,OvSynch,28.4,SECA,0.8,0.0089,1
4.0,0.6672,168,0,28,6.2,BOVINO,Guzerá,IATF,Sem protocolo,22.2,SECA,0.7,0.02,1
3.0,0.6,88,6,134,7.3,BOVINO,Gir,IATF,P4+EB 7 dias,30.1,CHUVOSA,0.67,0.0439,1
3.0,0.5726,169,0,79,7.7,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,29.9,CHUVOSA,0.7,0.02,0
4.0,0.66,52,1,101,3.0,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,21.0,CHUVOSA,0.94,0.06,1
2.0,0.08,53,0,12,2.7,CAPRINO,Boer,IATF,Crestar,29.6,SECA,0.19,0.06,0
3.5,0.4,53,4,50,8.8,CAPRINO,Boer,IATF,Crestar,30.2,CHUVOSA,0.77,0.06,1
3.0,0.6672,168,0,75,6.8,BOVINO,Guzerá,IATF,P4+BE+PGF,28.6,CHUVOSA,0.7,0.02,1
4.0,0.77,96,1,107,5.7,CAPRINO,Moxotó,IATF,P4+EB 7 dias,25.1,CHUVOSA,0.55,0.0097,1
4.0,0.5726,160,2,116,3.8,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,29.9,SECA,0.7,0.02,0
4.0,0.7,66,2,83,5.3,CAPRINO,Moxotó,IATF,P4+EB 7 dias,28.5,SECA,0.84,0.0489,1
3.5,0.51,68,2,154,6.4,BOVINO,Brahman,IATF,OvSynch,28.1,CHUVOSA,0.76,0.0344,1
4.0,0.68,75,0,25,9.6,BOVINO,Gir,IATF,OvSynch,25.6,CHUVOSA,0.81,0.06,1
3.0,0.66,102,3,61,5.2,BOVINO,Gir,IATF,CIDR+GnRH,29.3,CHUVOSA,0.85,0.0053,1
4.0,0.6259,157,0,64,5.9,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,35.7,SECA,0.7,0.02,1
3.5,0.8,96,2,96,10.0,OVINO,Morada Nova,IATF,P4+EB 7 dias,31.1,CHUVOSA,0.63,0.0141,1
4.5,0.05,33,7,14,7.7,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,34.6,SECA,0.68,0.239,0
4.0,0.67,74,2,143,7.7,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,29.2,SECA,0.87,0.0194,1
5.0,0.5726,169,0,8,4.2,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,29.8,CHUVOSA,0.7,0.02,0
3.0,0.6672,168,0,113,7.0,BOVINO,Brahman,IATF,Ovsynch,18.4,CHUVOSA,0.7,0.02,1
4.0,0.6259,63,1,47,3.5,CAPRINO,Canindé,IA_CONVENCIONAL,IA_CONVENCIONAL,20.1,CHUVOSA,0.7,0.02,1
2.0,0.6672,168,0,28,7.7,BOVINO,Canchim,IATF,Select Synch,35.6,CHUVOSA,0.7,0.02,1
4.0,0.6672,63,5,26,6.3,BOVINO,Canchim,IATF,Resynch,29.2,CHUVOSA,0.7,0.02,0
4.0,0.6672,170,2,24,7.0,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,35.1,CHUVOSA,0.7,0.02,1
4.0,0.6672,257,1,96,6.1,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,24.7,SECA,0.7,0.02,1
3.0,0.76,80,2,156,7.8,CAPRINO,Saanen,IATF,CIDR+GnRH,24.5,SECA,0.67,0.0204,1
4.0,0.6672,237,2,101,6.9,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,23.5,CHUVOSA,0.7,0.02,1
1.0,0.5726,289,1,32,3.7,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,37.6,SECA,0.7,0.02,0
3.0,0.69,45,4,161,9.9,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,18.3,SECA,0.65,0.0593,1
3.0,0.6672,168,0,92,7.9,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,28.5,CHUVOSA,0.7,0.02,1
5.0,0.6259,56,1,55,7.7,CAPRINO,Toggenburg,IATF,GnRH+PGF2α,31.8,CHUVOSA,0.7,0.02,1
4.0,0.6259,147,5,66,4.6,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,32.6,CHUVOSA,0.7,0.02,0
4.0,0.5726,247,1,32,6.1,OVINO,Santa Inês,IATF,Sem protocolo,31.6,CHUVOSA,0.7,0.02,1
2.0,0.6259,157,0,114,6.5,CAPRINO,Repartida,IATF,IATF 7 dias,29.4,SECA,0.7,0.02,0
3.0,0.6259,157,0,82,3.8,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,35.8,CHUVOSA,0.7,0.02,0
3.5,0.45,103,2,147,6.1,BOVINO,Simmental,IATF,CIDR+GnRH,25.6,CHUVOSA,0.86,0.0173,1
2.0,0.34,46,4,138,2.1,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,27.5,CHUVOSA,0.84,0.1501,0
3.5,0.7,103,1,60,8.4,BOVINO,Gir,IATF,OvSynch,26.6,CHUVOSA,0.8,0.0226,1
2.5,0.97,53,3,38,9.7,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,25.8,CHUVOSA,0.91,0.0004,1
4.0,0.6672,168,0,52,8.1,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,39.6,SECA,0.7,0.02,1
5.0,0.6672,168,0,14,6.9,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,29.3,SECA,0.7,0.02,0
4.0,0.6259,157,0,80,5.3,CAPRINO,Repartida,IA_CONVENCIONAL,IA_CONVENCIONAL,21.0,SECA,0.7,0.02,0
3.5,0.8,86,0,90,6.5,CAPRINO,Moxotó,IATF,P4+EB 7 dias,24.9,CHUVOSA,0.7,0.0438,1
3.5,0.71,45,5,106,7.0,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,26.4,CHUVOSA,0.93,0.0374,1
3.0,0.6259,277,1,41,8.0,CAPRINO,Boer,IATF,Cosynch,38.0,SECA,0.7,0.02,1
5.0,0.6672,168,0,36,8.1,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,19.3,CHUVOSA,0.7,0.02,0
3.0,0.5726,89,1,61,6.2,OVINO,Texel,IATF,Sem protocolo,20.6,CHUVOSA,0.7,0.02,1
4.0,0.6672,224,4,110,5.5,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,23.1,CHUVOSA,0.7,0.02,1
4.5,1.0,71,5,116,8.8,OVINO,Santa Inês,IATF,Crestar,23.5,CHUVOSA,0.85,0.0434,1
3.5,0.78,66,2,86,9.9,OVINO,Somalis Brasileira,IATF,P4+EB 7 dias,26.2,SECA,0.44,0.0316,1
4.0,0.5726,213,3,28,4.8,OVINO,Somalis,IATF,Cosynch,23.3,SECA,0.7,0.02,1
3.5,0.59,67,4,65,5.8,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,26.4,CHUVOSA,0.52,0.0278,1
2.0,0.49,33,1,66,6.5,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,29.7,SECA,0.62,0.06,0
2.5,0.42,19,5,2,6.5,BOVINO,Angus,IATF,Crestar,26.6,CHUVOSA,0.39,0.0344,0
4.0,0.6672,168,0,94,5.9,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,31.0,SECA,0.7,0.02,1
3.0,0.6672,168,0,77,6.1,BOVINO,Gir,IATF,GnRH+PGF2α,19.7,SECA,0.7,0.02,1
4.0,0.6259,297,2,70,2.7,CAPRINO,Saanen,IATF,Resynch,34.2,CHUVOSA,0.7,0.02,1
4.0,0.6672,297,2,62,7.2,BOVINO,Sindi,IATF,Sem protocolo,36.2,SECA,0.7,0.02,0
3.5,0.69,76,2,107,5.5,CAPRINO,Saanen,IATF,P4+EB 7 dias,27.2,CHUVOSA,0.86,0.0083,1
3.5,0.71,75,6,49,6.0,BOVINO,Gir,IATF,CIDR+GnRH,25.9,CHUVOSA,0.72,0.0129,1
3.0,0.6672,168,0,120,6.3,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,33.5,SECA,0.7,0.02,1
3.5,0.87,45,4,141,10.5,CAPRINO,Anglo-nubiano,IATF,Crestar,19.0,SECA,0.45,0.0071,1
2.0,0.61,44,2,151,6.4,CAPRINO,Anglo-nubiano,IATF,OvSynch,25.6,CHUVOSA,0.46,0.0567,0
3.0,0.6259,157,0,65,5.9,CAPRINO,Repartida,IATF,GnRH+PGF2α,39.7,SECA,0.7,0.02,0
5.0,0.6672,252,1,78,9.3,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,29.4,CHUVOSA,0.7,0.02,1
4.0,0.6259,132,3,20,9.1,CAPRINO,Canindé,IA_CONVENCIONAL,IA_CONVENCIONAL,21.0,SECA,0.7,0.02,1
3.5,0.8,63,4,117,9.8,CAPRINO,Boer,IATF,Crestar,28.1,CHUVOSA,0.67,0.0482,1
3.0,0.76,81,0,159,7.2,BOVINO,Angus,IATF,P4+EB 7 dias,35.0,SECA,0.8,0.0021,1
4.0,0.6259,256,1,81,5.3,CAPRINO,Saanen,IATF,Cosynch,34.9,SECA,0.7,0.02,1
5.0,0.26,45,0,168,4.7,BOVINO,Guzerá,IATF,CIDR+GnRH,28.7,SECA,0.74,0.2125,0
4.5,0.26,64,8,66,1.4,CAPRINO,Saanen,IATF,P4+EB 7 dias,32.2,CHUVOSA,0.87,0.1331,0
4.0,0.5726,169,0,58,5.6,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,36.3,SECA,0.7,0.02,0
3.5,0.76,72,2,77,8.4,OVINO,Dorper,IATF,P4+EB 7 dias,26.2,CHUVOSA,0.55,0.0111,1
3.5,0.73,59,3,122,6.6,BOVINO,Simmental,IATF,P4+EB 7 dias,32.5,CHUVOSA,0.77,0.04,1
2.0,0.6259,157,0,47,6.1,CAPRINO,Canindé,IA_CONVENCIONAL,IA_CONVENCIONAL,29.2,CHUVOSA,0.7,0.02,1
5.0,0.6672,228,3,9,4.1,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,33.3,CHUVOSA,0.7,0.02,1
3.5,0.34,32,0,47,1.5,OVINO,Somalis Brasileira,IATF,P4+EB 7 dias,31.9,CHUVOSA,0.38,0.0364,0
3.0,0.6672,168,0,67,5.3,BOVINO,Girolando,IATF,Select Synch,34.8,SECA,0.7,0.02,1
3.5,0.74,86,2,140,5.6,BOVINO,Angus,IATF,CIDR+GnRH,27.6,SECA,0.96,0.002,1
4.0,0.6259,167,4,45,2.6,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,37.2,CHUVOSA,0.7,0.02,1
4.0,0.8,89,2,174,7.0,OVINO,Suffolk,IATF,Crestar,24.4,CHUVOSA,0.88,0.0352,1
5.0,0.6672,168,0,75,7.4,BOVINO,Gir,IATF,IATF 7 dias,33.7,SECA,0.7,0.02,1
4.0,0.6672,250,1,80,4.4,BOVINO,Girolando,IATF,Sem protocolo,30.3,CHUVOSA,0.7,0.02,0
4.0,0.6672,35,1,26,5.8,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,25.9,CHUVOSA,0.7,0.02,1
3.5,0.7,129,2,144,9.3,BOVINO,Angus,IATF,Crestar,25.2,SECA,0.6,0.0466,1
3.0,0.6672,39,1,39,6.2,BOVINO,Tabapuã,IATF,Cosynch,30.2,SECA,0.7,0.02,1
3.0,0.8,131,3,91,6.3,BOVINO,Brahman,IATF,OvSynch,21.5,CHUVOSA,0.76,0.0093,1
3.0,0.84,64,3,74,11.0,BOVINO,Guzerá,IATF,CIDR+GnRH,24.9,CHUVOSA,0.95,0.06,1
1.0,0.6259,294,1,69,5.9,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,32.5,CHUVOSA,0.7,0.02,1
2.0,0.12,43,1,59,2.8,BOVINO,Brahman,IATF,CIDR+GnRH,30.0,CHUVOSA,0.9,0.0013,0
3.0,0.78,116,2,147,8.6,BOVINO,Simmental,IATF,Crestar,30.0,SECA,0.71,0.0135,1
3.0,0.33,68,4,138,4.4,CAPRINO,Anglo-nubiano,IA_CONVENCIONAL,IA_CONVENCIONAL,38.5,SECA,0.79,0.0455,0
4.0,0.76,50,2,82,8.7,CAPRINO,Anglo-nubiano,IATF,OvSynch,29.2,SECA,0.96,0.0595,1
4.0,0.67,93,0,171,8.6,OVINO,Dorper,IATF,P4+EB 7 dias,29.6,CHUVOSA,0.88,0.06,1
4.0,0.5726,239,3,52,5.0,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,35.7,SECA,0.7,0.02,0
4.0,0.76,85,2,92,6.7,BOVINO,Brahman,IATF,Crestar,31.1,SECA,0.99,0.0039,1
4.5,0.5,22,3,23,7.3,BOVINO,Angus,IATF,CIDR+GnRH,29.0,CHUVOSA,0.37,0.0249,0
3.0,0.6672,168,0,69,4.9,BOVINO,Nelore,IATF,Cosynch,23.9,SECA,0.7,0.02,1
3.0,0.6672,168,0,30,5.3,BOVINO,Guzerá,IATF,P4+EB,39.1,SECA,0.7,0.02,1
3.5,0.74,94,2,62,10.8,OVINO,Santa Inês,IATF,OvSynch,31.6,CHUVOSA,0.65,0.0183,1
3.0,0.82,72,2,54,10.0,OVINO,Santa Inês,IATF,OvSynch,28.2,SECA,0.92,0.0131,1
5.0,0.6672,45,2,107,5.0,BOVINO,Canchim,IATF,Sem protocolo,23.8,SECA,0.7,0.02,1
2.0,0.48,52,1,155,6.4,OVINO,Dorper,IATF,Crestar,30.2,CHUVOSA,0.75,0.0102,0
4.0,0.6672,168,0,84,5.5,BOVINO,Sindi,IATF,Ovsynch,29.8,CHUVOSA,0.7,0.02,1
4.0,0.72,79,2,110,9.1,OVINO,Santa Inês,IATF,P4+EB 7 dias,26.8,SECA,0.61,0.035,1
2.5,0.26,52,0,28,9.8,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,21.7,CHUVOSA,0.22,0.06,0
3.5,0.74,65,2,167,7.9,BOVINO,Tabapuã,IATF,P4+EB 7 dias,26.1,SECA,0.63,0.06,1
4.0,0.7,90,2,124,10.4,BOVINO,Nelore,IATF,OvSynch,30.0,SECA,0.63,0.0111,1
3.0,0.5726,169,0,100,6.3,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,33.4,CHUVOSA,0.7,0.02,0
4.5,0.34,69,8,2,2.0,CAPRINO,Anglo-nubiano,IATF,CIDR+GnRH,28.8,SECA,0.81,0.0257,0
3.5,0.43,70,2,49,7.0,CAPRINO,Anglo-nubiano,IA_CONVENCIONAL,IA_CONVENCIONAL,22.4,CHUVOSA,0.9,0.06,1
4.0,0.6259,261,2,56,7.4,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,36.1,SECA,0.7,0.02,0
3.5,0.56,54,5,69,8.1,BOVINO,Tabapuã,IATF,OvSynch,29.4,SECA,0.71,0.0407,1
3.0,0.6672,168,0,41,7.2,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,18.6,CHUVOSA,0.7,0.02,1
3.5,0.81,64,2,20,8.8,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,21.2,CHUVOSA,0.84,0.0172,1
1.0,0.6672,168,0,107,5.6,BOVINO,Canchim,IATF,Select Synch,24.4,CHUVOSA,0.7,0.02,1
3.0,0.6672,168,0,101,4.7,BOVINO,Gir,IATF,Sem protocolo,39.8,CHUVOSA,0.7,0.02,1
4.0,0.53,78,6,163,6.4,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,33.0,CHUVOSA,0.47,0.031,1
3.0,0.6672,113,2,93,5.4,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,28.4,SECA,0.7,0.02,1
2.0,0.24,42,2,165,8.7,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,34.4,CHUVOSA,0.36,0.036,0
3.0,0.19,40,3,159,3.5,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,26.0,CHUVOSA,0.44,0.06,0
2.0,0.5726,185,2,68,5.0,OVINO,Texel,IA_CONVENCIONAL,IA_CONVENCIONAL,30.3,CHUVOSA,0.7,0.02,1
3.0,0.6672,125,2,75,6.0,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,23.8,CHUVOSA,0.7,0.02,1
2.0,0.46,48,1,18,8.7,OVINO,Morada Nova,IATF,P4+EB 7 dias,34.6,SECA,0.52,0.06,0
4.0,0.6672,273,1,65,6.0,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,37.8,SECA,0.7,0.02,1
4.0,0.6259,288,3,54,7.2,CAPRINO,Toggenburg,IATF,P4+EB,22.4,SECA,0.7,0.02,1
2.5,0.17,26,3,152,5.1,BOVINO,Gir,IATF,Crestar,31.3,SECA,0.92,0.06,0
3.0,0.08,37,3,111,2.0,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,34.1,SECA,0.96,0.0018,0
3.5,0.62,72,2,54,5.1,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,26.4,SECA,0.81,0.0368,1
